work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,experience_name,employment_name,remote_name,salary_log_usd,tunisian_record,employee_continent,company_continent
2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,L,Senior-level,Full-time,Hybrid,10.898497039121674,False,Asia,North America
2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S,Entry-level,Full-time,Fully remote,11.407576060361786,False,North America,North America
2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M,Mid-level,Full-time,Hybrid,11.026271993175223,False,Europe,Europe
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M,Senior-level,Full-time,Fully remote,12.180759965737863,False,North America,North America
2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L,Mid-level,Full-time,Fully remote,10.5407519758484,False,Europe,Europe
2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S,Senior-level,Full-time,Fully remote,10.819798284210286,False,Europe,North America
2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L,Mid-level,Full-time,Fully remote,11.982935344196433,False,North America,North America
2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S,Mid-level,Full-time,On-site,9.465137617092187,False,South America,South America
2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,Senior-level,Full-time,Fully remote,12.206077645517674,False,North America,North America
2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Senior-level,Full-time,On-site,12.013706813470414,False,North America,North America
2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L,Mid-level,Freelance,On-site,9.90353755128617,False,Europe,North America
2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L,Senior-level,Full-time,On-site,11.695255355062795,False,North America,North America
2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,L,Mid-level,Full-time,Hybrid,10.119566206128216,False,Europe,Europe
2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,S,Mid-level,Full-time,Hybrid,10.946217083956563,False,Europe,Europe
2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,S,Mid-level,Full-time,Hybrid,11.097758445150307,False,Asia,Europe
2021,EN,FT,Big Data Engineer,435000,INR,5882,IN,0,CH,L,Entry-level,Full-time,On-site,8.679822114864455,False,Asia,Other
2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,M,Entry-level,Full-time,Hybrid,10.119566206128216,False,Europe,Europe
2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L,Senior-level,Full-time,Fully remote,12.128116509451258,False,North America,North America
2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,DK,50,DK,S,Entry-level,Part-time,Hybrid,10.261511586044156,False,Europe,Europe
2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,M,Mid-level,Full-time,Fully remote,11.392507711491088,False,Europe,Europe
2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L,Senior-level,Full-time,Fully remote,11.849404844423074,False,North America,North America
2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,L,Mid-level,Full-time,Fully remote,10.74931290073778,False,Europe,Europe
2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,L,Mid-level,Full-time,Hybrid,11.669202454027493,False,Europe,Europe
2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,M,Mid-level,Full-time,On-site,10.42848231821631,False,Asia,Asia
2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,L,Mid-level,Full-time,Hybrid,10.937685756768543,False,Europe,Europe
2021,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,L,Senior-level,Full-time,Fully remote,12.323860125621126,False,North America,North America
2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S,Executive,Contract,Fully remote,12.938442943086665,False,North America,North America
2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,S,Senior-level,Full-time,Fully remote,11.38212177734502,False,North America,North America
2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L,Mid-level,Full-time,Hybrid,11.392507711491088,False,Europe,Europe
2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L,Senior-level,Full-time,On-site,11.813037464800539,False,North America,North America
2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M,Senior-level,Full-time,Fully remote,11.181458680147426,False,North America,North America
2021,EN,FT,Big Data Engineer,1200000,INR,16228,IN,100,IN,L,Entry-level,Full-time,Fully remote,9.694555044315882,False,Asia,Asia
2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S,Senior-level,Full-time,Fully remote,12.45293662970407,False,North America,North America
2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L,Senior-level,Full-time,Fully remote,12.206077645517674,False,North America,North America
2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L,Senior-level,Full-time,Fully remote,12.206077645517674,False,North America,North America
2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L,Mid-level,Full-time,Fully remote,12.100717685412471,False,North America,North America
2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,S,Mid-level,Full-time,On-site,11.608244735642321,False,North America,North America
2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M,Mid-level,Full-time,Fully remote,11.063680868264434,False,North America,North America
2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M,Mid-level,Full-time,Fully remote,10.753852134294116,False,Europe,Europe
2021,EN,FT,Data Scientist,4000,USD,4000,VN,0,VN,M,Entry-level,Full-time,On-site,8.294299608857235,False,Asia,Asia
2021,EN,FT,Data Engineer,1600000,INR,21637,IN,50,IN,M,Entry-level,Full-time,Hybrid,9.98220630724752,False,Asia,Asia
2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L,Senior-level,Full-time,Fully remote,11.5491802456294,False,North America,North America
2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,Mid-level,Full-time,Fully remote,11.289794413577894,False,North America,North America
2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L,Mid-level,Full-time,Fully remote,11.608244735642321,False,North America,North America
2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,Senior-level,Full-time,Fully remote,12.013706813470414,False,North America,North America
2021,EN,FT,AI Scientist,1335000,INR,18053,IN,100,AS,S,Entry-level,Full-time,Fully remote,9.8011225458581,False,Asia,Other
2021,MI,FT,Data Engineer,52500,GBP,72212,GB,50,GB,L,Mid-level,Full-time,Hybrid,11.187375364074551,False,Europe,Europe
2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,L,Entry-level,Full-time,Hybrid,10.5090049831351,False,Europe,Europe
2021,MI,FT,Data Engineer,108000,TRY,12103,TR,0,TR,M,Mid-level,Full-time,On-site,9.401291255468191,False,Other,Other
2021,SE,FT,Data Engineer,70000,GBP,96282,GB,50,GB,L,Senior-level,Full-time,Hybrid,11.475047050530808,False,Europe,Europe
2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L,Mid-level,Full-time,Hybrid,11.652696102959753,False,North America,North America
2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S,Entry-level,Full-time,Fully remote,11.407576060361786,False,North America,North America
2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L,Executive,Full-time,Fully remote,13.304686600863562,False,North America,North America
2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M,Entry-level,Full-time,Fully remote,10.254144424149297,False,Asia,Asia
2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L,Mid-level,Full-time,Fully remote,11.440365524765756,False,North America,North America
2021,SE,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,M,Senior-level,Full-time,Hybrid,11.509961075506213,False,North America,North America
2021,SE,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,M,Senior-level,Full-time,Fully remote,12.065447580772036,False,Europe,Europe
2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L,Senior-level,Full-time,Hybrid,12.128116509451258,False,North America,North America
2021,EX,FT,Director of Data Science,120000,EUR,141846,DE,0,DE,L,Executive,Full-time,On-site,11.862504290912188,False,Europe,Europe
2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L,Mid-level,Full-time,Hybrid,11.775297421715827,False,North America,North America
2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L,Senior-level,Full-time,Hybrid,11.064009910988117,False,Europe,Europe
2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S,Mid-level,Full-time,Fully remote,9.735364715141987,False,Asia,Asia
2021,SE,FT,Machine Learning Engineer,4900000,INR,66265,IN,0,IN,L,Senior-level,Full-time,On-site,11.101432224123721,False,Asia,Asia
2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S,Mid-level,Full-time,Fully remote,10.14772701214507,False,Europe,Europe
2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S,Senior-level,Full-time,Hybrid,11.982935344196433,False,Other,North America
2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,M,Mid-level,Full-time,On-site,11.441977111345166,False,North America,North America
2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,M,Mid-level,Full-time,On-site,11.624252147606558,False,North America,North America
2021,MI,FT,Data Engineer,250000,TRY,28016,TR,100,TR,M,Mid-level,Full-time,Fully remote,10.240566747777828,False,Other,Other
2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,M,Entry-level,Full-time,Hybrid,11.082357910301223,False,Europe,Europe
2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L,Entry-level,Full-time,Fully remote,11.19135563385109,False,North America,North America
2021,SE,FT,Computer Vision Engineer,102000,BRL,18907,BR,0,BR,M,Senior-level,Full-time,On-site,9.847340391913127,False,South America,South America
2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,L,Entry-level,Full-time,On-site,11.249402529502674,False,Europe,Europe
2021,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,S,Entry-level,Full-time,Fully remote,11.350418300109132,False,Europe,Europe
2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M,Senior-level,Full-time,Hybrid,11.260417467526102,False,Europe,Europe
2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M,Entry-level,Full-time,Fully remote,11.51293546492023,False,North America,North America
2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L,Entry-level,Full-time,Hybrid,10.968215530759236,False,North America,North America
2021,SE,FT,AI Scientist,55000,USD,55000,ES,100,ES,L,Senior-level,Full-time,Fully remote,10.915106645867503,False,Europe,Europe
2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L,Senior-level,Full-time,Hybrid,9.912050783196616,False,Other,Other
2021,EN,FT,Business Data Analyst,50000,EUR,59102,LU,100,LU,L,Entry-level,Full-time,Fully remote,10.987036963527192,False,Europe,Europe
2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L,Mid-level,Full-time,Fully remote,11.626263078808801,False,North America,North America
2021,EN,FT,Research Scientist,100000,USD,100000,JE,0,CN,L,Entry-level,Full-time,On-site,11.51293546492023,False,Other,Asia
2021,MI,PT,Data Engineer,59000,EUR,69741,NL,100,NL,L,Mid-level,Part-time,Fully remote,11.152557997765097,False,Europe,Europe
2021,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M,Senior-level,Contract,Fully remote,11.561725152903833,False,North America,North America
2021,MI,FT,Research Scientist,69999,USD,69999,CZ,50,CZ,L,Mid-level,Full-time,Hybrid,11.156250521031495,False,Europe,Europe
2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L,Senior-level,Full-time,Hybrid,11.458110186196915,False,Asia,Asia
2021,SE,FT,Head of Data,87000,EUR,102839,SI,100,SI,L,Senior-level,Full-time,Fully remote,11.540929661379826,False,Europe,Europe
2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L,Mid-level,Full-time,Hybrid,11.599112335481124,False,North America,North America
2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,IT,50,IT,L,Mid-level,Full-time,Hybrid,10.8408546100122,False,Europe,Europe
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Senior-level,Full-time,Fully remote,11.813037464800539,False,North America,North America
2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M,Senior-level,Full-time,Fully remote,11.951186847493476,False,North America,North America
2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M,Senior-level,Full-time,Fully remote,11.700242855114809,False,North America,North America
2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Mid-level,Full-time,On-site,11.775297421715827,False,North America,North America
2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M,Mid-level,Full-time,On-site,11.407576060361786,False,North America,North America
2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M,Mid-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,Mid-level,Full-time,Fully remote,11.918397239722838,False,North America,North America
2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M,Senior-level,Full-time,Fully remote,11.533717798424087,False,North America,North America
2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M,Senior-level,Full-time,Fully remote,11.349241150793087,False,North America,North America
2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M,Senior-level,Full-time,Fully remote,11.82496594783159,False,North America,North America
2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M,Senior-level,Full-time,Fully remote,11.506514961528898,False,North America,North America
2022,SE,FT,Data Scientist,90000,GBP,117789,GB,0,GB,M,Senior-level,Full-time,On-site,11.67665865695283,False,Europe,Europe
2022,SE,FT,Data Scientist,80000,GBP,104702,GB,0,GB,M,Senior-level,Full-time,On-site,11.55888304974326,False,Europe,Europe
2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M,Senior-level,Full-time,Fully remote,11.891368749982085,False,North America,North America
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,Fully remote,11.719947764402807,False,North America,North America
2022,EN,FT,Data Engineer,40000,GBP,52351,GB,100,GB,M,Entry-level,Full-time,Fully remote,10.865745419962419,False,Europe,Europe
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,Senior-level,Full-time,On-site,11.502885230075814,False,North America,North America
2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M,Senior-level,Full-time,On-site,11.661354090741,False,North America,North America
2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M,Mid-level,Full-time,On-site,11.573653610839628,False,North America,North America
2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M,Mid-level,Full-time,On-site,11.748005492256807,False,North America,North America
2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M,Executive,Full-time,Fully remote,12.396697137361691,False,North America,North America
2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M,Executive,Full-time,Fully remote,12.206077645517674,False,North America,North America
2022,MI,FT,Data Scientist,50000,GBP,65438,GB,0,GB,M,Mid-level,Full-time,On-site,11.088873689986276,False,Europe,Europe
2022,MI,FT,Data Scientist,30000,GBP,39263,GB,0,GB,M,Mid-level,Full-time,On-site,10.578063347510637,False,Europe,Europe
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,Mid-level,Full-time,On-site,11.271197793678173,False,Europe,Europe
2022,MI,FT,Data Engineer,40000,GBP,52351,GB,0,GB,M,Mid-level,Full-time,On-site,10.865745419962419,False,Europe,Europe
2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M,Senior-level,Full-time,Fully remote,12.015039250634192,False,North America,North America
2022,EN,FT,Data Engineer,35000,GBP,45807,GB,100,GB,M,Entry-level,Full-time,Fully remote,10.732214027337896,False,Europe,Europe
2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M,Senior-level,Full-time,Fully remote,11.696587789200349,False,North America,North America
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,Fully remote,11.41112527050716,False,North America,North America
2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M,Senior-level,Full-time,On-site,12.111437737678415,False,North America,North America
2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M,Senior-level,Full-time,On-site,11.792986067665478,False,North America,North America
2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M,Senior-level,Full-time,On-site,12.301887243548784,False,North America,North America
2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M,Senior-level,Full-time,On-site,11.983435216114666,False,North America,North America
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L,Senior-level,Full-time,On-site,12.100717685412471,False,North America,North America
2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L,Senior-level,Full-time,On-site,11.695255355062795,False,North America,North America
2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M,Senior-level,Full-time,Fully remote,11.729575982087773,False,North America,North America
2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M,Executive,Full-time,Fully remote,11.775297421715827,False,North America,North America
2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M,Executive,Full-time,Fully remote,11.608244735642321,False,North America,North America
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M,Mid-level,Full-time,Fully remote,11.657034466915164,False,North America,North America
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Senior-level,Full-time,Fully remote,11.634266607494453,False,North America,North America
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Senior-level,Full-time,Fully remote,12.016128107502665,False,North America,North America
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Senior-level,Full-time,Fully remote,11.792986067665478,False,North America,North America
2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M,Mid-level,Full-time,Fully remote,12.025755079404917,False,North America,North America
2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M,Senior-level,Full-time,Fully remote,12.404517684236607,False,North America,North America
2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M,Senior-level,Full-time,Fully remote,11.824819546736247,False,North America,North America
2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M,Senior-level,Full-time,Fully remote,11.60167782556802,False,North America,North America
2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M,Senior-level,Full-time,Fully remote,11.766605980745995,False,North America,North America
2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M,Senior-level,Full-time,Fully remote,11.447864140528155,False,North America,North America
2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M,Executive,Full-time,Fully remote,12.319405795112926,False,North America,North America
2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M,Executive,Full-time,Fully remote,12.030980890620903,False,North America,North America
2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M,Executive,Full-time,Fully remote,12.07254696717504,False,North America,North America
2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M,Senior-level,Full-time,Fully remote,11.961456448214491,False,North America,North America
2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M,Senior-level,Full-time,On-site,11.597275804538212,False,North America,North America
2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M,Senior-level,Full-time,On-site,11.467415415338404,False,North America,North America
2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L,Senior-level,Full-time,On-site,11.635151947212842,False,North America,North America
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M,Senior-level,Full-time,Fully remote,11.813037464800539,False,North America,North America
2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M,Senior-level,Full-time,Fully remote,11.991287812591057,False,North America,North America
2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M,Senior-level,Full-time,Fully remote,11.828772164369175,False,North America,North America
2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M,Senior-level,Full-time,Fully remote,12.025755079404917,False,North America,North America
2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,Senior-level,Full-time,On-site,11.271197793678173,False,Europe,Europe
2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M,Senior-level,Full-time,On-site,11.088873689986276,False,Europe,Europe
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Senior-level,Full-time,On-site,11.918397239722838,False,North America,North America
2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M,Senior-level,Full-time,Fully remote,12.261985005589679,False,North America,North America
2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M,Senior-level,Full-time,Fully remote,12.167337014705433,False,North America,North America
2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M,Senior-level,Full-time,Fully remote,11.415323661400773,False,North America,North America
2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M,Senior-level,Full-time,Fully remote,11.775297421715827,False,North America,North America
2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M,Senior-level,Full-time,Fully remote,11.023551435004947,False,North America,North America
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L,Senior-level,Full-time,On-site,11.982935344196433,False,North America,North America
2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M,Senior-level,Full-time,Fully remote,11.839354580719126,False,North America,North America
2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M,Senior-level,Full-time,On-site,11.820417517632333,False,North America,North America
2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S,Mid-level,Full-time,On-site,10.968215530759236,False,North America,North America
2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M,Executive,Full-time,Fully remote,11.813037464800539,False,North America,North America
2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Senior-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,Senior-level,Full-time,On-site,12.152940819974221,False,North America,North America
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,Senior-level,Full-time,On-site,12.013682570899245,False,North America,North America
2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M,Mid-level,Full-time,On-site,10.914324536132202,False,Europe,Europe
2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S,Executive,Full-time,Fully remote,11.680031855957703,False,North America,North America
2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M,Senior-level,Full-time,On-site,11.790564777297387,False,North America,North America
2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M,Senior-level,Full-time,Fully remote,12.249017185855486,False,North America,North America
2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M,Senior-level,Full-time,Fully remote,11.903622053373214,False,North America,North America
2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M,Senior-level,Full-time,Fully remote,11.827699707793888,False,North America,North America
2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M,Senior-level,Full-time,Fully remote,11.52851334031188,False,North America,North America
2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M,Senior-level,Full-time,Fully remote,11.766605980745995,False,North America,North America
2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M,Senior-level,Full-time,Fully remote,11.447864140528155,False,North America,North America
2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L,Executive,Full-time,Hybrid,11.277709332421749,False,Asia,Asia
2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L,Entry-level,Full-time,Fully remote,10.526775414924009,False,Europe,Europe
2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M,Senior-level,Full-time,On-site,12.00762780434872,False,North America,North America
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Senior-level,Full-time,Fully remote,11.951186847493476,False,North America,North America
2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M,Mid-level,Full-time,On-site,11.730726771873762,False,Europe,Europe
2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M,Mid-level,Full-time,On-site,11.494343891883839,False,Europe,Europe
2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M,Mid-level,Full-time,On-site,11.695255355062795,False,North America,North America
2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M,Senior-level,Full-time,Fully remote,11.884495917930655,False,North America,North America
2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M,Senior-level,Full-time,Fully remote,11.565527402710426,False,North America,North America
2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M,Mid-level,Full-time,Fully remote,11.384330439839488,False,Europe,Europe
2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,M,Mid-level,Full-time,On-site,11.67665865695283,False,Europe,Europe
2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L,Senior-level,Full-time,Fully remote,12.279792328023508,False,North America,North America
2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L,Senior-level,Full-time,Fully remote,11.971621655408228,False,North America,North America
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Senior-level,Full-time,Fully remote,12.250572667806054,False,North America,North America
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Senior-level,Full-time,Fully remote,11.948602883419843,False,North America,North America
2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M,Senior-level,Full-time,On-site,11.66078496820908,False,North America,North America
2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M,Senior-level,Full-time,On-site,11.310405282483078,False,North America,North America
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Senior-level,Full-time,Fully remote,12.07254696717504,False,North America,North America
2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,M,Mid-level,Full-time,On-site,11.494343891883839,False,Europe,Europe
2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L,Senior-level,Full-time,Fully remote,12.120520203776788,False,North America,North America
2022,MI,FT,Data Analyst,40000,GBP,52351,GB,100,GB,M,Mid-level,Full-time,Fully remote,10.865745419962419,False,Europe,Europe
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,Senior-level,Full-time,Fully remote,12.100717685412471,False,North America,North America
2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,M,Mid-level,Full-time,On-site,11.184185259008464,False,Europe,Europe
2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,M,Mid-level,Full-time,On-site,10.732214027337896,False,Europe,Europe
2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,M,Mid-level,Full-time,Fully remote,11.09665215814546,False,Europe,Europe
2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,M,Mid-level,Full-time,Fully remote,10.808959976974403,False,Europe,Europe
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M,Mid-level,Full-time,Fully remote,11.271197793678173,False,Europe,Europe
2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,M,Mid-level,Full-time,Fully remote,10.983511476392884,False,Europe,Europe
2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M,Senior-level,Full-time,Fully remote,12.468440756144114,False,North America,North America
2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L,Senior-level,Full-time,Fully remote,11.002116507732017,False,South America,North America
